label_id,label_name,post_content
0,sales,"GIANG VĂN MINH – LÕI BA ĐÌNH – DIỆN TÍCH RỘNG – KHAN HÀNG Nhà gần/sát phố Giang Văn Minh, kết nối Kim Mã – Đội Cấn – Lăng Bác. Diện tích ~68m², giá 12.8 tỷ. Khu vực ở cực sướng, dễ bán – dễ cho thuê. Full nội thất – ở ngay đón Tết. Việt Anh 0948 527 588"
0,sales,"NGAY HỒ ĐẮC DI - LÔ GÓC - MẶT NGÕ THÔNG KINH DOANH - TRUNG TÂM ĐỐNG ĐA, FULL NỘI THẤT - TIỆN ÍCH BẠT NGÀN Vị trí đẹp : + Nhà nằm mặt ngõ thông, rộng thoáng, ba gác thoải mái. + Nhà lô góc, ngõ thông Trần Hữu Tước, kinh doanh. Thiết kế: - Tầng 1: Khách, bếp, wc. - Tầng 2,3,4: Mỗi tầng 1 ngủ rộng, wc khép kín. - Tầng 5: Phòng thờ, sân phơi. Sổ cất két, sẵn sàng giao dịch. Liên hệ xem nhà: 0334-082-855 (Huy)"
0,sales,"CHDV KHAI THÁC ỔN ĐỊNH – 7 TẦNG CÓ THANG MÁY – 15 PHÒNG KHÉP KÍN – THOÁNG TRƯỚC SAU – CÁCH Ô TÔ 30M Khu vực Hồng Mai – Bạch Mai, ngõ thông, kết nối thuận tiện Diện tích 60m², mặt tiền 5.5m, xây dựng 7 tầng Chỉ hơn 16 tỷ Tổng 15 phòng khép kín, trang bị đầy đủ nội thất Nhà thoáng trước sau, công năng tối ưu Ô tô đỗ cách nhà khoảng 30m, tiện ích xung quanh đầy đủ Sổ đỏ chính chủ, sẵn sàng giao dịch Liên hệ Hoàng Đạo xem nhà: 0913921977"
0,sales,"CHÍNH CHỦ - CHUNG CƯ PHỐ VIP - SIÊU PHẨM BA ĐÌNH – PHỐ LỚN – HÀNG HIẾM HUỲNH THÚC KHÁNG � F ull nội thất nhập ngoại, về ở ngay Sổ đỏ 48m² – xây dựng 52m² | 2PN – 2VS Thang máy chạy vèo vèo Trung tâm Ba Đình – ĐH lớn vây quanh – tiện ích ngập tràn Sổ đỏ riêng chính chủ– giao dịch nhanh Zá .lo 0932 925 191"
0,sales,"Em Tuấn bán căn chung cư Eurowindow ĐôngHội ĐôngAnh tòa pack 3 Dt 68 m2 ,2 ngủ ,2 vs Tiện ích gần Vin Cổ Loa , Cầu Tứ Liên Pháp lý sổ mới koong , giao dịch luôn Giá ngon 4,1 tỷ Lh em 0825-868-231"
0,sales,"BÁN NHÀ 2 TẦNG, DIỆN TÍCH 32M2 TẠI ĐỊNH CÔNG ƯU ĐIỂM: - GIÁ HỢP LÝ (CHỈ GẦN 2 TỈ) - GIAO THÔNG THUẬN TIỆN - QUY HOẠCH TƯƠNG LAI SẼ RA MẶT ĐƯỜNG RỘNG 12M - GẦN TRƯỜNG HỌC, CHỢ, BỆNH VIÊN - GẦN HỒ ĐỊNH CÔNG LH: 0962***868***829"
0,sales,"SIÊU HIẾM BÁN NHÀ VĂN TIẾN DŨNG_CẦU DIỄN - 35M2 X MT 3,5M - Ô TÔ ĐỖ CÁCH VÀI BƯỚC CHÂN - GIÁ CHỈ NHỈNH 6 TỈ � Diện tích 35m2 x MT 3,5m vuông đẹp Thiết kế 3 phòng ngủ đủ công năng hiện đại Vị trí đẹp ngay gần hồ điều hòa trong lành,ngõ nông rộng cách ô tô vài bước chân, ngay gần chợ , kết nối giao thông cực thuận tiện 200m ra mặt đường Cầu Diễn,..khu vực sầm uất dân cư đông đúc,nhiều trường ĐH,CĐ lớn.. Sổ đẹp vuông vắn sẵn giao dịch LIÊN HỆ 0862639388 EM CHINH THỔ CƯ TỪ LIÊM & CẦU GIẤY & HOÀI ĐỨC ĐỂ XEM NHÀ!!!"
0,sales,NHÀ DÂN XÂY 6 TẦNG TẠI THANH XUÂN BẮC - PHÂN LÔ GẦN OTO - + Trường chợ bệnh viện các cấp xung quanh + Dt 30m >7.8tỷ : 0989665379 gặp Hà .... #CựLộc #NguyễnTrãi #dưới15ty
0,sales,"B.án Gấp Nhà-Hàng Xóm KĐT #nam_cường 43M/5 Tầng-Lô Góc,ÔTô Đỗ Gần,Hơn 9 Tỷ-Mặt Tiền Bề Thế,Nội Thất Đầy Đủ,Ngõ Thông Tứ Ngả-Xung Quanh Trường Học,Chợ,KĐT( Thông Tin C huẩn Thật) -Sổ đỏ Chính Chủ,lh:0329107073"
0,sales,"Sun Urbancity Hà Nam Phân khu Flora Avenue các tòa Park residence P10, P11, P16, P18 giá các căn cao tầng: + Studio giá chỉ hơn 1,2 tỷ/căn + 1BR+ giá chỉ hơn 1,7tỷ/căn + 2 BR+ giá chỉ hơn 2,4tỷ/căn Phân khu Flora Avenue giá các căn thấp tầng + Liền kề chỉ hơn 5,4tỷ/căn + Khối đề giá chỉ hơn 2,4tỷ/căn + Biệt thự giá chỉ hơn 17tỷ/căn 039.781.3293"
0,sales,"DỊCH VỤ-DƯƠNG NỘI-HÀ ĐÔNG: -Chỉ hơn 10 tỷ-Diện tích 50m2-Mặt tiền 5m-Vỉa hè siêu rộng-Đường trước nhà 3 ô tô tránh-Sổ đỏ chín chủ cất két-Pháp lý sạch-Gi,ao dịch ngay: LH Zalo:0986276025.Miễn tr,ung gian."
0,sales,"CHDV KHAI THÁC ỔN ĐỊNH – 7 TẦNG CÓ THANG MÁY – 15 PHÒNG KHÉP KÍN – THOÁNG TRƯỚC SAU – CÁCH Ô TÔ 30M Khu vực Hồng Mai – Bạch Mai, ngõ thông, kết nối thuận tiện Diện tích 60m², mặt tiền 5.5m, xây dựng 7 tầng Chỉ hơn 16 tỷ Tổng 15 phòng khép kín, trang bị đầy đủ nội thất Nhà thoáng trước sau, công năng tối ưu Ô tô đỗ cách nhà khoảng 30m, tiện ích xung quanh đầy đủ Sổ đỏ chính chủ, sẵn sàng giao dịch Liên hệ Hoàng Đạo xem nhà: 0968 303 233"
0,sales,"CHDV KHAI THÁC ỔN ĐỊNH – 7 TẦNG CÓ THANG MÁY – 15 PHÒNG KHÉP KÍN – THOÁNG TRƯỚC SAU – CÁCH Ô TÔ 30M Khu vực Hồng Mai – Bạch Mai, ngõ thông, kết nối thuận tiện Diện tích 60m², mặt tiền 5.5m, xây dựng 7 tầng Chỉ hơn 16 tỷ Tổng 15 phòng khép kín, trang bị đầy đủ nội thất Nhà thoáng trước sau, công năng tối ưu Ô tô đỗ cách nhà khoảng 30m, tiện ích xung quanh đầy đủ Sổ đỏ chính chủ, sẵn sàng giao dịch Liên hệ Hoàng Đạo xem nhà: 0968 303 233"
0,sales,"BÁN ĐẤT DV MAN BỒI – PHÚ LÃM, HÀ ĐÔNG Diện tích 50m² | Mặt tiền 4,26m vuông vắn Đ ất phân lô, vỉa hè, đường 10M , hạ tầng đồng bộ Khu DV Man Bồi quy hoạch đẹp, dân cư đông, tiện ích đầy đủ Phù hợp xây ở – đầu tư – kinh doanh LH: ĐIÊP LAND HÀ ĐÔNG ZALO 0973736323"
0,sales,"BÁN LIỀN KỀ KĐT HÀ PHONG – MÊ LINH D iện tích: 160m² Lô góc, tổng mặt tiền ~20m Băng sau đường 24m, vị trí cực thoáng khu vực kinh doanh sầm uất Phù hợp kinh doanh – cho thuê – đầu tư sinh lời Giá tốt cho khách thiện chí Liên hệ: 0985 936 686"
0,sales,"HÀNG MỚI – 6 LÔ ĐẤT ĐÔNG SƠN CŨ (NAY PHÚ NGHĨA) – HÀ NỘI Vị trí đẹp – trung tâm dân cư Diện tích: 80m² – 82m² - 95m/ lô Mặt tiền thoáng, đường ô tô 4m vào tận đất Cách QL6 ~200m, kết nối nhanh Hà Đông – trung tâm Gần trường học – UBND – tiện ích đầy đủ Giá: hơn 2 tỷ / lô LH E 0971192922"
0,sales,"DÒNG TIỀN 50TR/THÁNG - MẠC THỊ BƯỞI ĐỐI DIỆN TIME CITY - CÁCH OTO 5M - 42M X 7 TẦNG THANG MÁY - ĐẦY ĐỦ PCCC - CHÀO CHỈ 9,6 TỶ - Vị trí rất đẹp, cực gần oto giao thông thuận tiện, khu vực xung quanh toàn Chung Cư Cao Cấp tiện ích khỏi bàn, an sinh tốt - Nhà KCBT chắc chắn, 7 tầng thang máy tổng 12 phòng khép kín đầy đủ PCCC, full nội thất: giường, tủ, bếp, điều hoà,.. Sổ đỏ chính chủ vuông đẹp giao dịch ngay LH: 0886422222 - 0877327777 ( Nhà Thật )"
0,sales,"6,x T.ỷ có nhà An dương Vương - Gần Lotte Tây hồ - Duy nhất 1 căn ko còn căn thứ 2 DT 31m x 5 tầng nhà mới - Thoáng trước sau Vị trí đẹp, 20m ra mặt ngõ ô tô thông, Bãi gửi xe 100m để ngày đêm 0 963773580"
0,sales,"ĐẤT NỀN TRỤC KINH TẾ – GIÁ CÒN RẺ SO VỚI TIỀM NĂNG CHỈ VÀI TRĂM TRIỆU/LÔ – dễ vào hàng, dễ ra hàng N ằm sát trục đường đôi Kinh tế Đông Nam Kết nối trực tiếp DT640 – trung tâm hành chính Tỉnh & Huyện 10km sân bay | 5km biển Cửa Việt 120–180m² | 100% thổ cư Đường rộng – mặt tiền thoáng Sổ đỏ rõ ràng – sang tên nhanh Hạ tầng đi trước – giá đi sau Phù hợp giữ tiền an toàn, đón sóng quy hoạch Gọi Zalo: 0989 051 496"
0,sales,"Đất Gia Lâm, Hà Nội 66m2, 7 chỗ thông 2 trục chính nhỉnh 5 tỷ. Tôi có lô đất tại Gia Lâm, Hà Nội – Kiêu Kỵ cũ. Diện tích 66m2, mặt tiền 4,5m, đường 7 chỗ thông thoải mái. Dân cư sầm uất, hàng xóm thân thiện, mốc giới rõ ràng. Sẵn sổ giao dịch nhanh chỉ nhỉnh 5 tỷ. Thông tin liên hệ: Kênh Nhà Đất – 0877817368"
0,sales,"GẦN PHỐ #NGUYỄN_KHANG . Ô TÔ QUA NHÀ. #4_TẦNG FULL ĐỒ. THOÁNG. NHỈNH 10 TỶ Vị trí ngõ đẹp miễn bàn, sạch sẽ, ở sướng, khu vực yên tĩnh, dân trí cao, an ninh tốt _Ô tô đỗ cửa thoải mái, chỉ 30m ra phố. _Sổ vuông đẹp, sẵn giao dịch, TL mạnh _Liên hệ xem nhà: 0949.969.056 ( #BĐS_hà_nội )"
0,sales,"Nhà Mới Văn Quán – Trung tâm duy nhất khu vực, Sở hữu vị trí vàng. Diện tích 30m², Nhà đẹp đầy đủ đồ, thiết kế tối ưu Phù hợp ở lâu dài vì xung quanh trường học, khu vui chơi, chợ dân sinh không thiếu Giá: chỉ nhỉnh 7 tỷ LH: 033.364.3231 em Đăng"
0,sales,"NHÀ HIẾM NGUYỄN VĂN CỪ – TRUNG TÂM LONG BIÊN • Cách phố ~20m, bãi ô tô 20m • Sổ 29m² • Nhà 3 tầng dân xây chắc chắn • Khu dân cư lâu năm, hiếm nhà bán. • Ở hoặc cho thuê đều tốt, giữ tiền lâu dài Pháp lý: Sổ đỏ riêng, giao dịch nhanh Giá: Tốt trong khu – khách thiện chí thương lượng. Lh E Minh 0335936566 để đi xem ngay kẻo lỡ."
0,sales,"BÁN LIỀN KỀ KĐT HÀ PHONG – MÊ LINH Diện t ích: 160m² Lô góc, tổng mặt tiền ~20m Băng sau đường 24m, vị trí cực thoáng khu vực kinh doanh sầm uất Phù hợp kinh doanh – cho thuê – đầu tư sinh lời Giá tốt cho khách thiện chí Liên hệ: 0985 936 686"
0,sales,"Bán 48m2 #Nam_Hồng #Đông_Anh ,Chỉ 2,9 tỷ TL Gần đường Võ Văn Kiệt - Cầu Thăng Long ô tô đỗ cửa - 0983606868 #Bính_bong + Khuôn đất vuông vắn đẹp khổ A4 ở hay đầu tư đều đẹp + Ngõ 3m ô tô thuận tiện ra vào hơn trăm m là đường ô tô tránh . + Bán kính 500m là Chợ ,Trường học các cấp ,công viên tiện đủ đằng cho sinh hoạt . + Chủ cần bán giá mền, đẹp hiếm #AnPhát Khuôn đất đẹp ,ngõ ô tô , 15 phút đi chuyển qua câu Thăng Long ,giá mền hiếm có ,xứng đáng mua để ỏ hay đầu tư sinh lời . Liên Hệ ngay Mr Công : 0983606868 - 24/7 để xem thêm nhiều mảnh đất đẹp ."
0,sales,"Bán 48m2 #Nam_Hồng #Đông_Anh ,Chỉ 2,9 tỷ TL Gần đường Võ Văn Kiệt - Cầu Thăng Long ô tô đỗ cửa - 0983606868 #Bính_bong + Khuôn đất vuông vắn đẹp khổ A4 ở hay đầu tư đều đẹp + Ngõ 3m ô tô thuận tiện ra vào hơn trăm m là đường ô tô tránh . + Bán kính 500m là Chợ ,Trường học các cấp ,công viên tiện đủ đằng cho sinh hoạt . + Chủ cần bán giá mền, đẹp hiếm #AnPhát Khuôn đất đẹp ,ngõ ô tô , 15 phút đi chuyển qua câu Thăng Long ,giá mền hiếm có ,xứng đáng mua để ỏ hay đầu tư sinh lời . Liên Hệ ngay Mr Công : 0983606868 - 24/7 để xem thêm nhiều mảnh đất đẹp ."
0,sales,"NHÀ PHÂN LÔ Trần quốc vượng - TRÂN THÁI TÔNG – Ô TÔ TRÁNH ,VỈA HÈ Diện tích ~52m² ,xây 5 tầng, kinh doanh Sổ đỏ vuông ,pháp lý chuẩn Giá chỉ nhỉnh 13tỷ Toàn– 0985 368 662 Anh/chị quan tâm inbox hoặc gọi trực tiếp để xem nhà"
0,sales,"Ngã tu sở# mặt ngõ thông 31m 4 tầng 6.6 tỷ Gọi trực tiếp 0988596770 # Vị trí Đường Định Công, Gần Ô tô, Chợ Định Công # Công năng nhà dân xây chủ đang ở # Pháp lý chính chủ # Nhà đẹp Thanh Xuân, Hoàng mai #.Nhà thật Thông số thật...!"
0,sales,"Nhà mới 5 tầng, full nội thất xịn, Ngã Tư Sở-Thanh Xuân-Ngõ thông rộng-Sổ nở hậu-7 tỷ Cực hiếm phân khúc 7 tỷ Sổ đẹp nở hậu, giao dịch ngay Anh/chị đang có nhu cầu tìm nhà khu vực Thanh Xuân thì liên hệ em Tính để được tư vấn nhanh nhất căn phù hợp ạ . SĐT 0988827095 (zalo)"
0,sales,"CĂN HỘ CC HỒ ĐỀN LỪ LÔ GÓC TT Quận Hoàng Mai xung quanh trường chợ không thiếu thứ gì, hồ điều hoà mát mẻ quanh năm... Nhà dt 71m, 2N,1wc,khách, bếp có thể sửa thành 3N chào bán hơn 4tỷ Sổ riêng chính chủ giao dịch ngay LH 0334568656"
0,sales,"CHÍNH CHỦ CẦN BÁN – K49 VÕ DUY NINH Vị trí cực hiếm, đi bộ ra biển chỉ 250m Diện tích: 97,5m² Mặt tiền: 5,3m, nở hậu 5,6m Kiệt thông 2 đầu, ô tô ra vào thoải mái Nhà gần ngay đầu kiệt, vị trí đẹp, dễ khai thác Diện tích lớn, rất phù hợp kinh doanh lưu trú – du lịch – cho thuê khu vực biển. Liên hệ chính chủ: 0982 220 032"
0,sales,"PHÂN LÔ Ô TÔ TRÁNH - HỒ ĐỀN LỪ - KINH DOANH - GARA Ô TÔ DT 45m2 || 7 Tầng thang máy || Mặt tiền 4.2m __________________________________________ + Vị trí đắc địa, vài bước ra hồ Đền Lừ, chung cư Feliz Home, thông sang Minh Khai, Mai Động... + Nhà xây chắc chắn, vừa ở vừa kinh doanh đều đỉnh + Tiện ích xung quanh không thiếu thứ gì Lh 0392.234.262 em dẫn đi xem nhà ạ"
